0.000000000000000000e+00,2.909929999999999950e+02,7.940019999999999527e+02,6.287060000000000173e+02,8.500489999999999782e+02,8.063010000000000446e+02,8.819759999999999991e+02,9.728730000000000473e+02,9.912809999999999491e+02,4.370740000000000123e+02,1.237920000000000073e+03,1.186968000000000075e+03,9.033930000000000291e+02,5.077930000000000064e+02,9.031810000000000400e+02,1.178842000000000098e+03,1.197219000000000051e+03,1.201219000000000051e+03,1.205377999999999929e+03,9.017450000000000045e+02,7.604099999999999682e+02,1.032288999999999987e+03,9.432219999999999800e+02,1.105640000000000100e+03,9.986000000000000227e+02,1.011254999999999995e+03,1.527092000000000098e+03,1.338984999999999900e+03,1.058818999999999960e+03,1.205635999999999967e+03,1.793625999999999976e+03,1.337936999999999898e+03,1.714405999999999949e+03,1.740599999999999909e+03,1.498453999999999951e+03,1.852354000000000042e+03,1.624751999999999953e+03
2.909929999999999950e+02,0.000000000000000000e+00,5.125410000000000537e+02,3.418879999999999768e+02,5.644120000000000346e+02,5.153120000000000118e+02,5.910259999999999536e+02,6.828769999999999527e+02,7.012580000000000382e+02,4.571589999999999918e+02,9.469429999999999836e+02,8.964360000000000355e+02,6.223519999999999754e+02,4.835140000000000100e+02,6.246200000000000045e+02,8.911770000000000209e+02,9.097849999999999682e+02,9.142799999999999727e+02,9.185919999999999845e+02,6.606730000000000018e+02,8.111250000000000000e+02,7.790349999999999682e+02,7.177169999999999845e+02,8.476699999999999591e+02,7.745109999999999673e+02,7.920309999999999491e+02,1.253136999999999944e+03,1.082893000000000029e+03,9.663200000000000500e+02,1.045978000000000065e+03,1.533667999999999893e+03,1.192871000000000095e+03,1.472368999999999915e+03,1.496330999999999904e+03,1.308442999999999984e+03,1.598945999999999913e+03,1.412887999999999920e+03
7.940019999999999527e+02,5.125410000000000537e+02,0.000000000000000000e+00,1.747880000000000109e+02,6.896599999999999397e+01,1.673530000000000086e+02,1.822400000000000091e+02,2.996399999999999864e+02,3.122819999999999823e+02,8.829619999999999891e+02,4.920230000000000246e+02,4.635690000000000168e+02,3.709830000000000041e+02,8.662910000000000537e+02,3.913580000000000041e+02,5.031009999999999991e+02,5.218079999999999927e+02,5.309389999999999645e+02,5.362480000000000473e+02,5.917469999999999573e+02,1.200509000000000015e+03,6.218890000000000100e+02,6.785299999999999727e+02,6.519460000000000264e+02,7.213680000000000518e+02,7.483250000000000455e+02,9.231680000000000064e+02,8.513590000000000373e+02,1.154170000000000073e+03,1.095087999999999965e+03,1.245575000000000045e+03,1.251346000000000004e+03,1.252080999999999904e+03,1.266851000000000113e+03,1.251660000000000082e+03,1.331295000000000073e+03,1.288369999999999891e+03
6.287060000000000173e+02,3.418879999999999768e+02,1.747880000000000109e+02,0.000000000000000000e+00,2.225389999999999873e+02,1.997589999999999861e+02,2.663039999999999736e+02,3.760120000000000005e+02,3.932810000000000059e+02,7.135789999999999509e+02,6.205599999999999454e+02,5.779950000000000045e+02,3.754320000000000164e+02,7.027019999999999982e+02,3.885830000000000268e+02,5.924450000000000500e+02,6.116879999999999882e+02,6.185270000000000437e+02,6.234500000000000455e+02,5.353460000000000036e+02,1.040028000000000020e+03,6.039439999999999600e+02,6.174210000000000491e+02,6.525069999999999482e+02,6.680769999999999982e+02,6.930599999999999454e+02,9.928529999999999518e+02,8.753310000000000173e+02,1.040066000000000031e+03,1.021023000000000025e+03,1.301127999999999929e+03,1.177730999999999995e+03,1.279468000000000075e+03,1.298178000000000111e+03,1.216944999999999936e+03,1.379171000000000049e+03,1.279000999999999976e+03
8.500489999999999782e+02,5.644120000000000346e+02,6.896599999999999397e+01,2.225389999999999873e+02,0.000000000000000000e+00,1.394060000000000059e+02,1.270040000000000049e+02,2.386299999999999955e+02,2.496970000000000027e+02,9.124669999999999845e+02,4.233260000000000218e+02,3.947119999999999891e+02,3.291120000000000232e+02,8.896390000000000100e+02,3.509950000000000045e+02,4.363790000000000191e+02,4.549110000000000014e+02,4.643009999999999877e+02,4.696329999999999814e+02,5.640199999999999818e+02,1.219612000000000080e+03,5.800919999999999845e+02,6.509099999999999682e+02,6.039270000000000209e+02,6.901770000000000209e+02,7.174869999999999663e+02,8.576559999999999491e+02,7.951530000000000200e+02,1.144527000000000044e+03,1.068248000000000047e+03,1.181621000000000095e+03,1.223497000000000071e+03,1.193528000000000020e+03,1.207414999999999964e+03,1.209973999999999933e+03,1.268512999999999920e+03,1.238910000000000082e+03
8.063010000000000446e+02,5.153120000000000118e+02,1.673530000000000086e+02,1.997589999999999861e+02,1.394060000000000059e+02,0.000000000000000000e+00,7.717600000000000193e+01,1.763540000000000134e+02,1.938220000000000027e+02,8.084719999999999800e+02,4.316530000000000200e+02,3.832060000000000173e+02,2.055649999999999977e+02,7.769650000000000318e+02,2.250109999999999957e+02,3.927230000000000132e+02,4.119610000000000127e+02,4.187690000000000055e+02,4.236949999999999932e+02,4.269309999999999832e+02,1.099884000000000015e+03,4.552749999999999773e+02,5.138840000000000146e+02,4.887690000000000055e+02,5.551730000000000018e+02,5.822820000000000391e+02,7.963210000000000264e+02,6.972999999999999545e+02,1.005753000000000043e+03,9.311609999999999445e+02,1.109606999999999971e+03,1.086924999999999955e+03,1.100868999999999915e+03,1.117490000000000009e+03,1.084605999999999995e+03,1.190806000000000040e+03,1.124959000000000060e+03
8.819759999999999991e+02,5.910259999999999536e+02,1.822400000000000091e+02,2.663039999999999736e+02,1.270040000000000049e+02,7.717600000000000193e+01,0.000000000000000000e+00,1.192590000000000003e+02,1.338839999999999861e+02,8.815720000000000027e+02,3.567839999999999918e+02,3.117239999999999895e+02,2.065529999999999973e+02,8.472699999999999818e+02,2.292959999999999923e+02,3.318260000000000218e+02,3.510040000000000191e+02,3.589669999999999845e+02,3.641200000000000045e+02,4.511680000000000064e+02,1.166126999999999953e+03,4.555860000000000127e+02,5.372210000000000036e+02,4.771270000000000095e+02,5.728060000000000400e+02,6.002599999999999909e+02,7.460030000000000427e+02,6.697899999999999636e+02,1.047941000000000031e+03,9.531290000000000191e+02,1.065574000000000069e+03,1.107103000000000065e+03,1.069902000000000044e+03,1.084611000000000104e+03,1.084644999999999982e+03,1.150157999999999902e+03,1.111904999999999973e+03
9.728730000000000473e+02,6.828769999999999527e+02,2.996399999999999864e+02,3.760120000000000005e+02,2.386299999999999955e+02,1.763540000000000134e+02,1.192590000000000003e+02,0.000000000000000000e+00,1.841900000000000048e+01,9.263650000000000091e+02,2.730849999999999795e+02,2.152119999999999891e+02,1.544710000000000036e+02,8.820449999999999591e+02,1.764449999999999932e+02,2.164540000000000077e+02,2.357019999999999982e+02,2.427680000000000007e+02,2.477680000000000007e+02,4.037649999999999864e+02,1.185587999999999965e+03,3.746689999999999827e+02,4.846229999999999905e+02,3.816449999999999818e+02,5.107389999999999759e+02,5.378890000000000100e+02,6.268379999999999654e+02,5.580309999999999491e+02,1.016035999999999945e+03,8.904099999999999682e+02,9.465370000000000346e+02,1.040566000000000031e+03,9.549779999999999518e+02,9.687849999999999682e+02,9.940330000000000155e+02,1.031684999999999945e+03,1.008826000000000022e+03
9.912809999999999491e+02,7.012580000000000382e+02,3.122819999999999823e+02,3.932810000000000059e+02,2.496970000000000027e+02,1.938220000000000027e+02,1.338839999999999861e+02,1.841900000000000048e+01,0.000000000000000000e+00,9.431660000000000537e+02,2.552290000000000134e+02,1.968530000000000086e+02,1.652040000000000077e+02,8.981609999999999445e+02,1.863839999999999861e+02,1.994699999999999989e+02,2.187220000000000084e+02,2.260910000000000082e+02,2.311529999999999916e+02,4.116589999999999918e+02,1.200214999999999918e+03,3.763090000000000259e+02,4.912450000000000045e+02,3.794990000000000236e+02,5.155810000000000173e+02,5.425750000000000455e+02,6.123410000000000082e+02,5.497740000000000009e+02,1.024742999999999938e+03,8.942749999999999773e+02,9.333200000000000500e+02,1.043549999999999955e+03,9.449289999999999736e+02,9.582459999999999809e+02,9.918909999999999627e+02,1.019212999999999965e+03,1.003258000000000038e+03
4.370740000000000123e+02,4.571589999999999918e+02,8.829619999999999891e+02,7.135789999999999509e+02,9.124669999999999845e+02,8.084719999999999800e+02,8.815720000000000027e+02,9.263650000000000091e+02,9.431660000000000537e+02,0.000000000000000000e+00,1.195772999999999911e+03,1.130986000000000104e+03,8.006760000000000446e+02,8.806000000000000227e+01,7.891929999999999836e+02,1.087377999999999929e+03,1.102355999999999995e+03,1.102026000000000067e+03,1.104672000000000025e+03,6.780979999999999563e+02,3.548190000000000168e+02,8.192770000000000437e+02,6.810890000000000555e+02,8.970320000000000391e+02,7.264519999999999982e+02,7.286799999999999500e+02,1.340315000000000055e+03,1.106650000000000091e+03,6.352450000000000045e+02,8.260220000000000482e+02,1.551067999999999984e+03,9.401749999999999545e+02,1.431772999999999911e+03,1.461821999999999889e+03,1.140666999999999916e+03,1.591019000000000005e+03,1.292186999999999898e+03
