0.000000000000000000e+00,7.453600000000000136e+01,4.109912999999999556e+03,3.047996000000000095e+03,2.266911999999999807e+03,9.735389999999999873e+02,4.190100999999999658e+03,3.301893000000000029e+03,4.757742000000000189e+03,3.044347999999999956e+03,3.094978000000000065e+03,3.986260999999999967e+03,5.092505000000000109e+03,6.406149999999999636e+03,5.903389000000000124e+03,8.436198000000000320e+03,6.962778000000000247e+03,6.693612000000000080e+03,6.575923999999999978e+03,8.009386999999999716e+03,7.398462999999999738e+03,7.266048999999999978e+03,7.424953000000000429e+03,9.639272000000000844e+03,9.229436999999999898e+03,8.320272999999999229e+03,9.300611999999999171e+03,8.102469000000000051e+03,7.798698000000000320e+03
7.453600000000000136e+01,0.000000000000000000e+00,4.069704999999999927e+03,2.999490999999999985e+03,2.213594000000000051e+03,9.006169999999999618e+02,4.137396999999999935e+03,3.238527000000000044e+03,4.701359000000000378e+03,2.969894999999999982e+03,3.020670000000000073e+03,3.913829000000000178e+03,5.023748999999999796e+03,6.336658999999999651e+03,5.828854999999999563e+03,8.368360000000000582e+03,6.889868000000000393e+03,6.619583999999999833e+03,6.501496000000000095e+03,7.937761000000000422e+03,7.324426999999999680e+03,7.191688000000000102e+03,7.350713999999999942e+03,9.570382999999999811e+03,9.159224000000000160e+03,8.247709999999999127e+03,9.230459999999999127e+03,8.028837000000000444e+03,7.724474000000000160e+03
4.109912999999999556e+03,4.069704999999999927e+03,0.000000000000000000e+00,1.172366999999999962e+03,1.972942000000000007e+03,3.496228000000000065e+03,8.910040000000000191e+02,1.814906999999999925e+03,1.415490000000000009e+03,3.672797999999999774e+03,3.777161000000000058e+03,2.995644999999999982e+03,2.876146999999999935e+03,3.903802000000000135e+03,5.055827000000000226e+03,5.441225999999999658e+03,4.989600000000000364e+03,5.150216000000000349e+03,5.315725999999999658e+03,5.594541000000000167e+03,5.726220000000000255e+03,5.809840000000000146e+03,5.856587000000000444e+03,6.674682999999999993e+03,6.464689999999999600e+03,6.060161000000000058e+03,6.521929000000000087e+03,6.164256000000000313e+03,6.162547999999999774e+03
3.047996000000000095e+03,2.999490999999999985e+03,1.172366999999999962e+03,0.000000000000000000e+00,8.166670000000000300e+02,2.350000000000000000e+03,1.172130000000000109e+03,9.947079999999999700e+02,1.796679000000000087e+03,2.648375000000000000e+03,2.755045999999999822e+03,2.315286999999999807e+03,2.719885999999999967e+03,3.972384000000000015e+03,4.546823999999999614e+03,5.801939000000000306e+03,4.883362000000000080e+03,4.886176999999999680e+03,4.959082999999999629e+03,5.695221999999999753e+03,5.536100000000000364e+03,5.544929000000000087e+03,5.633717999999999847e+03,7.044244999999999891e+03,6.739765999999999622e+03,6.110283000000000357e+03,6.804328999999999724e+03,6.090179000000000087e+03,5.975730999999999767e+03
2.266911999999999807e+03,2.213594000000000051e+03,1.972942000000000007e+03,8.166670000000000300e+02,0.000000000000000000e+00,1.533333000000000084e+03,1.923898999999999887e+03,1.188019000000000005e+03,2.497221000000000004e+03,2.208380999999999858e+03,2.311804999999999836e+03,2.324088999999999942e+03,3.087835000000000036e+03,4.400104000000000269e+03,4.557289999999999964e+03,6.341091999999999643e+03,5.174322000000000116e+03,5.070721999999999753e+03,5.074390999999999622e+03,6.093552999999999884e+03,5.754028000000000247e+03,5.710720000000000255e+03,5.826828999999999724e+03,7.572244999999999891e+03,7.220438000000000102e+03,6.470552999999999884e+03,7.288213999999999942e+03,6.373033000000000357e+03,6.186060000000000400e+03
9.735389999999999873e+02,9.006169999999999618e+02,3.496228000000000065e+03,2.350000000000000000e+03,1.533333000000000084e+03,0.000000000000000000e+00,3.416829000000000178e+03,2.409760000000000218e+03,3.935380999999999858e+03,2.113777999999999793e+03,2.175112000000000080e+03,3.013534000000000106e+03,4.141288999999999760e+03,5.448662000000000262e+03,4.954908000000000357e+03,7.490327000000000226e+03,5.989273000000000138e+03,5.724119999999999891e+03,5.614712999999999738e+03,7.039274999999999636e+03,6.428979000000000269e+03,6.302327000000000226e+03,6.458375000000000000e+03,8.685173000000000684e+03,8.266615999999999985e+03,7.347203000000000429e+03,8.338148999999999432e+03,7.130061999999999898e+03,6.831793999999999869e+03
4.190100999999999658e+03,4.137396999999999935e+03,8.910040000000000191e+02,1.172130000000000109e+03,1.923898999999999887e+03,3.416829000000000178e+03,0.000000000000000000e+00,1.233333000000000084e+03,6.508540000000000418e+02,3.086349999999999909e+03,3.184380000000000109e+03,2.202271999999999935e+03,1.986761999999999944e+03,3.063530999999999949e+03,4.179746000000000095e+03,4.733715000000000146e+03,4.116363000000000284e+03,4.260574999999999818e+03,4.425086000000000240e+03,4.775457999999999629e+03,4.843462000000000444e+03,4.920893000000000029e+03,4.970770999999999731e+03,5.976922999999999774e+03,5.718634000000000015e+03,5.227332000000000335e+03,5.779514000000000124e+03,5.300970000000000255e+03,5.281051999999999680e+03
3.301893000000000029e+03,3.238527000000000044e+03,1.814906999999999925e+03,9.947079999999999700e+02,1.188019000000000005e+03,2.409760000000000218e+03,1.233333000000000084e+03,0.000000000000000000e+00,1.586488000000000056e+03,1.876758000000000038e+03,1.978566000000000031e+03,1.320773999999999887e+03,1.899854000000000042e+03,3.213175999999999931e+03,3.555628999999999905e+03,5.175288999999999760e+03,4.005135999999999967e+03,3.946340999999999894e+03,3.992110000000000127e+03,4.906061999999999898e+03,4.614750000000000000e+03,4.598577000000000226e+03,4.700011999999999716e+03,6.399847999999999956e+03,6.036969000000000051e+03,5.287354000000000269e+03,6.105234999999999673e+03,5.208886999999999716e+03,5.051390999999999622e+03
4.757742000000000189e+03,4.701359000000000378e+03,1.415490000000000009e+03,1.796679000000000087e+03,2.497221000000000004e+03,3.935380999999999858e+03,6.508540000000000418e+02,1.586488000000000056e+03,0.000000000000000000e+00,3.285362999999999829e+03,3.373507999999999811e+03,2.177217999999999847e+03,1.576299999999999955e+03,2.490666000000000167e+03,3.883655000000000200e+03,4.088059000000000196e+03,3.600347000000000207e+03,3.817867000000000189e+03,4.029336999999999989e+03,4.179746000000000095e+03,4.355701000000000022e+03,4.467823000000000320e+03,4.496690999999999804e+03,5.330467999999999847e+03,5.083332999999999629e+03,4.644739999999999782e+03,5.143091000000000349e+03,4.760543999999999869e+03,4.787104000000000269e+03
3.044347999999999956e+03,2.969894999999999982e+03,3.672797999999999774e+03,2.648375000000000000e+03,2.208380999999999858e+03,2.113777999999999793e+03,3.086349999999999909e+03,1.876758000000000038e+03,3.285362999999999829e+03,0.000000000000000000e+00,1.067189999999999941e+02,1.359739000000000033e+03,2.673844999999999800e+03,3.821568999999999960e+03,2.863806999999999789e+03,5.889373999999999796e+03,4.089144999999999982e+03,3.722193000000000211e+03,3.559688999999999851e+03,5.216693000000000211e+03,4.421195999999999913e+03,4.255951000000000022e+03,4.427564000000000306e+03,7.000257999999999811e+03,6.513105999999999767e+03,5.454712999999999738e+03,6.587067000000000007e+03,5.156037000000000262e+03,4.801340000000000146e+03
